symboling,normalized-losses,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price
0.4,0.193717,18,0,1,1,2,2,0,0.303207,0.461194,0.425,0.541667,0.396431,5,0,0.177358,0,0.771429,0.271429,0.04375,0.2625,0.265306,0.305556,0.342105,11259
0.4,0.125654,18,0,0,1,3,1,0,0.303207,0.483582,0.425,0.433333,0.311094,5,0,0.177358,1,0.771429,0.271429,0.125,0.141667,0.265306,0.416667,0.421053,7463
0.4,0.125654,18,0,0,1,3,1,0,0.303207,0.483582,0.425,0.433333,0.375097,5,0,0.177358,0,0.771429,0.271429,0.125,0.191667,0.428571,0.333333,0.394737,10198
0.4,0.104712,18,0,0,1,3,2,0,0.300292,0.485075,0.425,0.591667,0.361521,5,0,0.177358,1,0.771429,0.271429,0.125,0.141667,0.265306,0.277778,0.342105,8013
0.4,0.104712,18,0,1,1,3,2,0,0.300292,0.485075,0.425,0.591667,0.450737,5,0,0.177358,0,0.771429,0.271429,0.04375,0.2625,0.265306,0.277778,0.184211,11694
0.6,0.115183,19,0,0,0,1,1,0,0.265306,0.262687,0.275,0.558333,0.192785,2,0,0.116981,1,0.364286,0.457143,0.125,0.058333,0.265306,0.611111,0.605263,5348
0.6,0.115183,19,0,0,0,1,1,0,0.265306,0.262687,0.275,0.558333,0.214119,2,0,0.116981,1,0.364286,0.457143,0.125,0.058333,0.265306,0.5,0.578947,6338
0.6,0.04712,19,0,0,1,1,1,0,0.265306,0.262687,0.275,0.558333,0.204422,2,0,0.116981,1,0.364286,0.457143,0.125,0.058333,0.265306,0.5,0.578947,6488
0.4,0.062827,19,0,0,1,3,1,0,0.265306,0.426866,0.275,0.941667,0.307215,2,0,0.116981,1,0.364286,0.457143,0.125,0.058333,0.265306,0.5,0.552632,6918
0.4,0.08377,19,0,0,1,3,2,0,0.265306,0.426866,0.275,0.941667,0.311094,2,0,0.116981,1,0.364286,0.457143,0.125,0.058333,0.265306,0.388889,0.421053,7898
0.4,0.136126,19,0,0,1,3,2,0,0.265306,0.426866,0.275,0.941667,0.62917,2,0,0.116981,1,0.364286,0.457143,0.125,0.058333,0.265306,0.388889,0.421053,8778
0.4,0.136126,19,0,0,1,2,1,0,0.265306,0.376119,0.341667,0.433333,0.230023,2,0,0.139623,1,0.464286,0.457143,0.125,0.091667,0.265306,0.472222,0.552632,6938
0.4,0.136126,19,0,0,1,1,1,0,0.265306,0.376119,0.341667,0.416667,0.240884,2,0,0.139623,1,0.464286,0.457143,0.125,0.091667,0.265306,0.472222,0.552632,7198
0.4,0.136126,19,1,0,1,2,1,0,0.265306,0.376119,0.341667,0.433333,0.305275,2,0,0.184906,6,0.521429,0.609524,0.96875,0.033333,0.142857,0.583333,0.526316,7898
0.4,0.136126,19,1,0,1,1,1,0,0.265306,0.376119,0.341667,0.416667,0.305275,2,0,0.184906,6,0.521429,0.609524,0.96875,0.033333,0.142857,0.694444,0.815789,7788
0.4,0.136126,19,0,0,1,2,1,0,0.265306,0.376119,0.341667,0.433333,0.235066,2,0,0.139623,1,0.464286,0.457143,0.125,0.091667,0.265306,0.694444,0.815789,7738
0.4,0.136126,19,0,0,1,1,1,0,0.265306,0.376119,0.341667,0.416667,0.245927,2,0,0.139623,1,0.464286,0.457143,0.125,0.091667,0.265306,0.416667,0.473684,8358
0.4,0.136126,19,0,0,1,2,1,0,0.265306,0.376119,0.341667,0.416667,0.252909,2,0,0.139623,1,0.464286,0.457143,0.125,0.091667,0.265306,0.416667,0.473684,9258
0.6,0.539267,19,0,0,0,2,0,0,0.230321,0.41194,0.308333,0.4,0.264158,2,0,0.139623,1,0.464286,0.457143,0.125,0.091667,0.265306,0.444444,0.473684,8058
0.6,0.539267,19,0,0,0,1,0,0,0.230321,0.41194,0.308333,0.4,0.277735,2,0,0.139623,1,0.464286,0.457143,0.125,0.091667,0.265306,0.444444,0.473684,8238
0.6,0.539267,19,0,0,0,2,0,0,0.230321,0.41194,0.308333,0.4,0.301396,0,0,0.139623,0,0.5,0.480952,0.15,0.266667,1,0.361111,0.342105,9298
0.6,0.539267,19,0,0,0,1,0,0,0.230321,0.41194,0.308333,0.4,0.314973,0,0,0.139623,0,0.5,0.480952,0.15,0.266667,1,0.361111,0.342105,9538
0.8,0.361257,19,0,0,0,4,0,0,0.344023,0.523881,0.441667,0.35,0.408068,2,0,0.320755,0,0.771429,0.680952,0.14375,0.283333,0.265306,0.305556,0.368421,8449
0.8,0.361257,19,0,0,0,4,0,0,0.344023,0.523881,0.441667,0.35,0.406517,2,0,0.320755,0,0.771429,0.680952,0.14375,0.283333,0.265306,0.305556,0.368421,9639
0.8,0.361257,19,0,0,0,1,0,0,0.344023,0.523881,0.441667,0.35,0.412335,2,0,0.320755,0,0.771429,0.680952,0.14375,0.283333,0.265306,0.305556,0.368421,9989
0.8,0.361257,19,0,0,0,4,0,0,0.344023,0.523881,0.441667,0.35,0.461986,2,0,0.320755,0,0.771429,0.680952,0.14375,0.283333,0.265306,0.305556,0.368421,11199
0.8,0.361257,19,0,0,0,1,0,0,0.344023,0.523881,0.441667,0.35,0.475562,2,0,0.320755,0,0.771429,0.680952,0.14375,0.283333,0.265306,0.305556,0.368421,11549
0.8,0.361257,19,0,0,0,0,0,0,0.344023,0.523881,0.441667,0.433333,0.576804,2,0,0.320755,0,0.771429,0.680952,0.14375,0.283333,0.265306,0.305556,0.368421,17669
0.2,0,19,0,0,1,2,1,0,0.460641,0.514925,0.516667,0.591667,0.325058,2,0,0.230189,0,0.55,0.7,0.10625,0.183333,0.020408,0.444444,0.473684,8948
0.2,0,19,1,1,1,2,1,0,0.460641,0.514925,0.516667,0.591667,0.384794,2,0,0.184906,6,0.521429,0.609524,0.96875,0.104167,0.142857,0.472222,0.447368,10698
0.2,0,19,0,0,1,1,1,0,0.460641,0.514925,0.516667,0.508333,0.359193,2,0,0.230189,0,0.55,0.7,0.10625,0.183333,0.020408,0.388889,0.421053,9988
0.2,0,19,0,0,1,2,1,0,0.460641,0.514925,0.516667,0.591667,0.359193,2,0,0.230189,0,0.55,0.7,0.10625,0.183333,0.020408,0.388889,0.421053,10898
0.2,0,19,0,0,1,1,1,0,0.460641,0.514925,0.516667,0.508333,0.376261,2,0,0.230189,0,0.55,0.7,0.10625,0.183333,0.020408,0.388889,0.421053,11248
1,0.691099,19,0,0,0,1,0,0,0.475219,0.632836,0.616667,0.35,0.577192,0,1,0.415094,0,0.521429,0.609524,0.14375,0.470833,0.428571,0.194444,0.210526,16558
1,0.691099,19,0,0,0,1,0,0,0.475219,0.632836,0.616667,0.35,0.592708,0,1,0.415094,0,0.521429,0.609524,0.14375,0.470833,0.428571,0.166667,0.210526,15998
0.2,0.13089,19,0,0,1,2,0,0,0.521866,0.697015,0.516667,0.525,0.637316,0,1,0.415094,0,0.521429,0.609524,0.1375,0.45,0.428571,0.194444,0.210526,15690
0.2,0.298429,19,0,0,1,3,0,0,0.521866,0.697015,0.516667,0.525,0.645074,0,1,0.377358,0,0.521429,0.609524,0.1375,0.45,0.428571,0.166667,0.210526,15750
0.8,0.298429,20,1,0,0,2,1,0,0.311953,0.456716,0.433333,0.658333,0.299845,2,0,0.135849,6,0.335714,0.633333,1,0.016667,0.265306,0.666667,0.789474,7775
0.8,0.298429,20,0,0,0,2,1,0,0.311953,0.456716,0.433333,0.658333,0.279674,2,0,0.181132,0,0.464286,0.633333,0.125,0.154167,0.44898,0.388889,0.473684,7975
0.8,0.151832,20,1,0,1,2,1,0,0.311953,0.456716,0.433333,0.658333,0.301009,2,0,0.135849,6,0.335714,0.633333,1,0.016667,0.265306,0.666667,0.789474,7995
0.8,0.151832,20,0,0,1,2,1,0,0.311953,0.456716,0.433333,0.658333,0.280838,2,0,0.181132,0,0.464286,0.633333,0.125,0.154167,0.44898,0.388889,0.473684,8195
0.8,0.151832,20,0,0,1,2,1,0,0.311953,0.456716,0.433333,0.658333,0.305275,2,0,0.181132,0,0.464286,0.633333,0.125,0.154167,0.44898,0.388889,0.473684,8495
0.8,0.151832,20,1,1,1,2,1,0,0.311953,0.456716,0.433333,0.658333,0.322343,2,0,0.135849,6,0.335714,0.633333,1,0.083333,0.142857,0.666667,0.684211,9495
0.8,0.151832,20,0,0,1,2,1,0,0.311953,0.456716,0.433333,0.658333,0.314973,2,0,0.181132,0,0.464286,0.633333,0.1875,0.216667,0.55102,0.361111,0.421053,9995
1,0.298429,20,0,0,0,0,1,0,0.230321,0.271642,0.325,0.65,0.29713,2,0,0.181132,0,0.464286,0.633333,0.09375,0.175,0.55102,0.305556,0.342105,11595
1,1,20,0,0,0,1,1,0,0.230321,0.367164,0.308333,0.3,0.284329,2,0,0.181132,0,0.464286,0.633333,0.09375,0.175,0.55102,0.305556,0.342105,9980
0.4,0.298429,20,0,0,1,2,1,0,0.402332,0.583582,0.55,0.608333,0.455004,2,2,0.283019,0,0.464286,0.633333,0.09375,0.258333,0.55102,0.166667,0.210526,13295
0.4,0.298429,20,1,1,1,2,1,0,0.402332,0.583582,0.55,0.608333,0.423196,2,0,0.135849,6,0.335714,0.633333,1,0.083333,0.142857,0.555556,0.578947,13845
0.4,0.298429,20,0,0,1,3,1,0,0.402332,0.626866,0.55,0.608333,0.41699,2,0,0.181132,0,0.464286,0.633333,0.125,0.166667,0.55102,0.333333,0.394737,12290
0,0.198953,21,0,0,1,2,0,0,0.516035,0.71194,0.575,0.7,0.552366,2,0,0.301887,0,0.885714,0.514286,0.15625,0.275,0.510204,0.277778,0.315789,12940
0.2,0.04712,21,0,0,1,3,0,0,0.516035,0.71194,0.575,0.808333,0.59969,2,0,0.301887,0,0.885714,0.514286,0.15625,0.275,0.510204,0.277778,0.315789,13415
0,0.198953,21,0,0,1,2,0,0,0.516035,0.71194,0.575,0.7,0.561288,2,0,0.301887,0,0.885714,0.514286,0.15625,0.275,0.510204,0.305556,0.315789,15985
0.2,0.04712,21,0,0,1,3,0,0,0.516035,0.71194,0.575,0.808333,0.602793,2,0,0.301887,0,0.885714,0.514286,0.15625,0.275,0.510204,0.305556,0.315789,16515
0,0.198953,21,0,1,1,2,0,0,0.516035,0.71194,0.575,0.7,0.603957,2,0,0.260377,0,0.771429,0.514286,0.03125,0.475,0.387755,0.111111,0.157895,18420
0.2,0.04712,21,0,1,1,3,0,0,0.516035,0.71194,0.575,0.808333,0.647401,2,0,0.260377,0,0.771429,0.514286,0.03125,0.475,0.387755,0.111111,0.157895,18950
0.2,0.157068,21,0,0,1,2,0,0,0.655977,0.71194,0.716667,0.641667,0.567882,2,0,0.301887,0,0.885714,0.514286,0.15625,0.275,0.510204,0.277778,0.315789,16845
0.2,0.157068,21,0,1,1,2,0,0,0.655977,0.71194,0.708333,0.641667,0.605508,2,0,0.301887,0,0.885714,0.514286,0.10625,0.466667,0.469388,0.166667,0.236842,19045
0.2,0.157068,21,0,0,1,2,0,0,0.655977,0.71194,0.716667,0.641667,0.591156,1,1,0.422642,0,0.742857,0.380952,0.1125,0.358333,0.55102,0.138889,0.184211,21485
0.2,0.157068,21,1,1,1,2,0,0,0.655977,0.71194,0.716667,0.641667,0.670675,2,1,0.316981,6,0.335714,0.633333,1,0.241667,0.265306,0.361111,0.289474,22470
0.2,0.157068,21,0,1,1,2,0,0,0.655977,0.71194,0.716667,0.641667,0.610551,2,0,0.301887,0,0.885714,0.514286,0.15625,0.275,0.510204,0.166667,0.236842,22625
