@relation 'AT: original_dataset-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute -0.7p1+0.413p3+0.407p4+0.395p2-0.086stab... numeric
@attribute '0.698stab+0.27 g3+0.265tau2+0.255g2+0.245g1...' numeric
@attribute -0.598g4-0.399g1+0.351tau3+0.326tau2+0.295g2... numeric
@attribute 0.465tau1+0.429g2-0.388g3-0.345tau4-0.319p2... numeric
@attribute 0.476tau4-0.474g3+0.409g1-0.363p4+0.253g2... numeric
@attribute 0.471tau4+0.437p4-0.383tau2-0.343p2-0.313tau1... numeric
@attribute 0.518tau3-0.508p3+0.405p2+0.319g2-0.299tau4... numeric
@attribute '-0.48g1-0.469tau3+0.372tau2+0.37 p2-0.365p3...' numeric
@attribute 0.536tau1-0.403g3-0.391g1+0.364tau3+0.257g4... numeric
@attribute '0.61 tau2-0.466g3+0.431g4-0.393tau1-0.166g2...' numeric
@attribute -0.523g2+0.437p4-0.347g4-0.326p3+0.325tau4... numeric
@attribute stabf {unstable,stable}

@data
0.163048,0.266761,0.130634,1.004064,1.188767,-3.036402,-0.332777,-0.057012,0.569789,0.862569,1.117541,unstable
0.098337,0.527341,0.539657,-1.068192,1.360276,-1.894543,-0.839026,1.112296,-1.708658,-1.11284,-0.676034,unstable
0.758203,0.626239,1.077326,-0.357973,-0.397083,-0.230131,1.510121,-1.11158,-1.705495,-0.237578,1.267582,unstable
-0.2133,-1.326968,-1.002056,-0.318405,-1.549114,-0.008308,-1.631445,0.752436,-0.04438,-1.336895,0.761289,stable
1.47095,-0.154265,-1.126844,0.916067,-0.122177,2.075904,-0.290512,2.218438,1.112081,0.516876,0.176064,unstable
1.592965,-1.866096,-0.031002,0.745221,0.417121,1.179657,0.333713,-0.465367,-1.679156,-0.748088,-0.074518,stable
2.096547,1.831254,-0.225583,-0.680162,0.533201,0.829031,-0.630236,0.554196,-0.289718,-1.837339,-0.805708,unstable
0.860321,0.791597,-0.427203,0.845798,0.368287,0.873661,0.73369,-0.460532,-1.962875,-0.574339,-0.262611,unstable
-0.52685,0.590034,-0.126521,-0.513641,-0.337693,0.492053,-0.729777,-0.277267,-1.228558,-0.837455,-2.159918,unstable
-1.143153,-1.358273,-0.164496,0.88556,-1.602058,0.579337,-0.142831,0.195615,-1.322702,-0.414146,-1.091193,stable
0.799935,1.149457,-0.39801,-0.057876,0.089185,-2.257348,0.10198,0.134844,0.759491,1.40357,-0.720089,unstable
1.733229,1.196373,1.683856,-1.830682,-1.106272,-1.208702,0.826704,-0.294297,-0.522907,0.856552,-2.482727,unstable
1.328804,-0.170556,0.662704,-1.161172,0.206264,0.589681,-0.229363,-0.017102,2.211494,1.321875,1.046987,unstable
-2.84876,1.586402,1.240731,-0.151082,-0.355149,0.095645,-0.961312,1.268351,0.032356,-1.073467,-1.370114,unstable
0.20405,-2.955438,-0.030047,0.649786,-0.503458,-0.395826,0.496033,-1.610312,-0.399521,0.586853,1.430726,stable
-0.914088,0.366181,0.195738,0.295327,0.41742,-1.956869,-2.567388,-0.954262,-0.446746,-0.22582,0.114811,unstable
0.482439,1.224332,0.793497,-0.213249,0.572683,-1.799432,-0.060004,0.095462,-1.103451,-0.53571,-1.607126,unstable
1.581675,-0.516453,0.588403,0.732267,1.056154,-0.468606,0.557298,-0.203092,-1.02475,2.258953,-1.253302,stable
1.042014,1.72658,0.785523,0.981144,0.576504,0.549119,1.310352,0.919025,-0.57908,-0.572631,1.138471,unstable
-0.738155,1.259572,3.14096,-0.184569,0.421723,0.127617,0.25772,-0.357821,-0.286374,-0.003038,0.056993,unstable
-0.333177,-0.414354,-0.022808,0.803906,-0.643168,0.998483,0.490884,-1.251847,0.320961,0.008442,-0.011758,unstable
-0.894485,1.164272,0.485852,0.159603,-0.653744,0.219209,-1.343606,-0.880175,0.729228,1.54873,-1.658037,unstable
1.625037,-2.045675,-1.142741,-0.647603,-0.701881,-0.262584,1.537028,-1.056973,1.423407,0.674745,0.249269,stable
-1.327133,-0.642596,-0.562655,0.851259,-1.388955,-0.167943,-1.72551,0.27667,-1.192229,-1.49102,3.085157,stable
0.077564,-1.829286,-1.848709,0.790184,-0.593998,0.455391,-1.605366,-1.335055,1.055517,0.352659,-0.225132,stable
1.328964,0.057043,-1.01656,-0.917099,0.932621,1.573903,2.296366,-0.156627,0.253799,-0.267829,0.302895,stable
-1.039917,1.188309,-0.079923,-1.088013,-1.468171,2.201622,0.281242,-0.208145,-1.171677,0.467061,-0.440872,unstable
0.04814,1.952512,-1.868405,-1.21167,0.64389,-0.485233,1.081818,0.444819,0.839366,0.872844,2.136395,unstable
0.100006,0.3688,-1.162949,-1.030622,-0.949346,-0.558774,-1.496446,0.22364,1.726815,-1.174581,-1.091013,unstable
2.362009,0.626648,0.682959,1.445043,-0.213051,-0.43404,-0.24833,0.990052,-1.341161,-2.387085,-0.313703,unstable
0.120347,-0.796917,0.998402,-0.049301,-1.828626,1.447078,0.112052,-0.661741,-0.938108,0.968622,-0.360471,unstable
0.088894,-1.451317,-2.41313,0.608009,-3.401354,0.260948,-0.494311,1.111867,0.239907,-0.843325,0.710016,stable
-0.042495,0.898669,-0.542434,0.406222,-0.947541,0.300142,0.4241,-0.388194,-1.288623,-1.266011,-0.434645,unstable
-0.78869,1.283347,-1.308536,-0.823293,2.276513,0.433738,1.885733,-0.276838,0.36655,-0.52739,0.263892,unstable
-1.229162,1.261282,1.025962,0.14784,-0.284237,-0.752085,0.25705,-0.013451,1.010046,-0.695691,-0.848482,unstable
1.716632,-0.067258,-1.966897,0.154342,-0.992634,0.982267,0.857638,0.232034,-0.676774,-1.190142,-0.226531,unstable
-1.497656,3.414373,-0.849404,-0.068822,-1.225397,0.289486,0.993548,-0.326122,-0.409862,0.05324,0.106966,unstable
1.459177,-1.977519,-0.446599,-0.000715,-1.278345,-1.173638,-0.471302,1.909516,-0.455461,-0.545269,0.890659,stable
0.43727,2.043527,-0.557964,-1.072206,-0.921488,-0.766785,0.727436,0.89332,0.445138,-0.538369,2.34518,unstable
-2.018894,-1.224399,-0.881707,0.182888,-1.157681,0.455754,-0.361498,0.356775,0.135178,0.723616,-1.387679,unstable
1.070388,-2.059656,-0.364517,0.244157,1.03623,1.437575,-0.646218,1.490639,0.949194,-0.661084,0.355302,stable
-1.100175,-0.833801,0.915157,1.497886,-0.192592,0.349966,1.308342,-0.474425,-0.73487,2.305385,-1.036196,stable
1.671012,0.147282,-0.379429,0.550541,-0.679034,0.330139,0.203291,2.264654,-0.25379,-2.128681,0.615907,stable
-2.912978,-2.638634,0.295029,-0.608142,0.338585,-0.592014,-0.215379,-0.883981,-1.529121,0.644593,0.427708,stable
0.80194,-2.023604,0.593458,-0.984421,0.043684,-1.424786,-1.369293,0.797944,0.685774,0.497356,-1.143046,stable
-0.473203,-0.923406,-0.244668,0.23805,1.315362,-1.598186,-0.47297,-0.229713,0.160187,-0.310573,0.735046,unstable
1.337886,1.16721,-0.010525,-1.042628,-2.070756,1.290449,0.016568,0.302025,-0.848328,1.316468,-0.886203,unstable
0.863151,-2.067941,0.082794,-0.543153,0.6621,-1.408792,0.880531,-1.976101,0.997729,-0.04338,-0.596481,stable
-1.591399,1.608847,0.930345,0.326849,-0.648104,0.712348,1.119173,1.096192,1.399921,1.352635,0.066775,unstable
0.99232,-1.076397,-0.005524,-0.561368,1.143873,0.829904,-0.219399,1.080255,-0.347058,-1.17422,0.909375,stable
0.580504,-1.934251,1.902145,-1.30959,-0.628677,-0.633843,-0.772821,-2.079936,-0.626327,0.558858,0.439368,stable
1.04387,0.081912,-0.185451,0.431111,-1.757306,-1.756213,-0.353577,0.645486,-1.288108,-0.635967,0.939243,unstable
0.562339,0.921372,1.680139,0.023831,-1.570258,-1.62005,0.704959,1.517848,0.437017,-0.947704,-0.213042,unstable
-1.430494,1.723225,0.251499,1.039478,1.375406,0.120848,-1.905538,-0.520055,-0.032098,-1.680573,-0.011626,unstable
1.770637,-1.886796,-1.646478,-0.398987,-0.181979,-0.529094,0.989986,-0.901248,1.964282,0.399789,-0.311986,stable
-0.695778,-0.808021,0.716895,-0.861181,1.902047,0.382665,2.630151,0.729,-0.707864,-0.269881,-0.280429,stable
0.956645,1.199028,2.125166,0.43293,-0.928322,-0.286224,-0.246938,-0.305427,0.963875,-0.578544,-1.27724,unstable
0.763761,0.477578,1.19814,-1.348816,2.277697,0.07271,1.004376,-0.724806,0.500964,0.141088,-1.650346,unstable
1.027278,-0.920228,0.10357,0.729856,1.957934,1.053916,-1.101177,-1.195423,-0.843971,1.01778,0.808167,stable
0.621584,-2.361724,-0.956732,-0.597643,1.000668,-0.008645,0.49106,1.29786,-0.779014,0.105348,-0.330675,stable
0.751668,0.520946,0.136201,0.054781,1.743197,0.910859,2.442507,0.639398,0.264464,-0.935749,1.540072,unstable
0.953829,2.349,-1.108875,0.903036,-0.984788,0.74545,0.569733,1.447361,-1.241646,-1.06805,-0.002269,unstable
-2.836096,-0.574683,-2.399659,0.805785,-0.699937,-0.307896,-0.119604,-0.019476,-1.179009,-1.199567,-1.393466,stable
-1.30487,-0.938166,1.043419,-0.007649,-2.019202,-0.649753,0.651377,0.508245,-1.026898,-0.342128,0.415782,unstable
-2.190603,0.119305,-0.4735,-0.119223,1.799104,-0.163606,0.047547,0.619767,-1.433164,1.844568,-0.757431,unstable
0.604446,0.371197,-1.758817,0.971971,-0.134072,-0.723969,-1.235304,-1.102021,0.027942,0.317939,-0.243963,unstable
0.21491,0.929051,0.092845,0.733791,-0.078906,0.662291,-0.46181,-1.421121,-0.414536,-1.37815,-1.834107,unstable
1.401631,1.606336,-1.03445,1.860122,-0.020378,0.572905,0.014926,-0.944843,-1.561434,-0.768413,-0.450057,unstable
0.986618,-0.481903,-1.827864,2.698559,0.707402,-0.336783,-0.517813,-1.248699,0.523853,0.19947,-1.416497,stable
0.847351,1.104868,0.137267,-0.280531,0.538551,-0.166679,1.356384,-1.546741,-0.586027,-1.909794,-0.72198,unstable
-1.819653,-0.280788,-0.818803,-0.793587,-0.676513,-1.783175,0.058304,0.032805,-0.240698,-1.821513,1.011483,unstable
2.872075,-0.71225,0.136198,-0.236933,0.482639,0.290506,-0.920274,1.376843,-0.403794,1.131196,0.262345,stable
-0.731367,0.759263,0.393791,2.065042,0.024221,-1.170378,0.566428,0.274999,-2.531481,-0.055884,0.039695,unstable
2.291798,-1.320549,0.925805,0.61936,0.195914,-0.403561,0.346947,-0.249779,-0.449936,-1.990247,-1.385175,stable
1.045793,-0.534857,-1.1023,1.605245,0.321837,-1.927521,-0.777118,0.548788,0.931543,0.151775,-1.909038,stable
-0.720588,2.007461,1.269293,-1.32411,1.755886,-0.893577,-0.384711,0.180724,-1.627696,-0.326645,-0.113247,unstable
0.994264,0.257332,-0.464814,0.759408,-0.007505,1.288311,-1.049311,-0.891729,2.615577,0.992803,0.24067,unstable
1.592661,2.435599,0.198458,0.466711,0.505274,-1.424859,1.593414,-0.311155,0.290473,0.386983,0.062086,unstable
-2.928039,-0.151614,0.4702,0.903676,1.933875,0.53231,0.752963,-0.815429,1.018891,-0.99378,1.965388,unstable
0.97337,-1.434943,0.576324,0.530282,-1.361184,0.516412,-0.819169,-0.462333,-0.436062,2.268361,-0.402933,stable
0.792751,-0.874211,-0.716349,-2.088135,0.317275,-0.34015,-2.50775,1.061053,1.265051,-0.995694,-0.532884,stable
-0.440723,-0.090842,-0.691113,-0.591701,-0.900095,-0.583831,0.025281,-0.72098,-0.088899,1.517677,0.30465,unstable
-0.384098,0.386154,-0.851106,0.802755,-0.478385,1.201672,-0.068513,0.479746,-1.168199,0.234911,-0.807721,unstable
-0.006758,-1.209302,1.291945,0.052966,-0.75568,-0.829787,1.028296,0.979761,1.550169,0.973201,2.905203,stable
-0.204598,1.241987,1.656711,-1.452978,-0.791918,1.57226,-0.374053,0.126993,-0.160475,1.599594,-0.158614,unstable
1.023047,1.534585,0.263538,-0.455294,0.031579,0.476808,-0.919793,0.08818,-1.600718,-0.696129,-0.01004,unstable
1.445059,-0.390324,0.181746,-0.038611,0.483505,0.155974,-0.979214,0.729615,0.179341,-0.769344,0.529861,unstable
-1.145925,-1.374346,-0.009332,-0.174249,-0.456276,-0.623928,1.184979,-1.774303,-1.73571,0.364842,0.514663,stable
1.624851,-1.661323,0.109116,-1.267965,-0.262416,0.969726,1.09782,-1.670683,-0.258847,-0.266594,1.61947,stable
-2.490518,0.699241,0.539797,0.764052,-1.589046,0.974749,1.207005,0.242125,1.206636,-0.501386,-0.187111,unstable
2.354185,0.797176,1.123472,1.912971,0.481368,-0.110274,-0.594837,-0.192051,-0.374199,-1.321403,0.684045,unstable
-0.688792,-0.420607,0.705791,0.575845,1.25039,-2.731631,0.7561,-1.132897,0.688058,0.55349,0.380591,unstable
1.957753,2.379424,2.395774,0.07476,0.317229,-1.577586,0.577753,1.124509,-0.095704,-0.977496,-0.414674,unstable
2.118518,-0.674522,1.160569,0.040019,-0.568888,-0.061072,-1.08332,0.75017,1.465514,-0.34602,0.966245,stable
0.464457,1.668924,3.656152,0.656321,-0.967111,0.5379,-0.325151,-0.596439,-0.017088,0.602707,-0.473968,unstable
0.292942,1.407998,0.652089,1.326644,0.211468,-0.214752,-0.172305,-1.110983,1.423878,-0.216915,0.395728,unstable
2.195543,-0.34537,0.226019,2.11637,0.771446,0.377386,-0.372498,-0.523914,0.696358,-0.655764,0.540392,unstable
-0.846912,-0.341825,-0.305938,-2.314472,-0.482304,-0.04793,-0.832545,0.561462,0.053557,0.901708,-0.558911,unstable
-0.136508,-2.010024,0.726824,-0.608663,-1.119774,-0.843569,-0.836914,-1.245157,1.962638,-0.617051,-0.801841,stable
0.659751,1.013066,0.347999,-0.771347,1.015009,0.136303,1.220973,-1.107477,-1.45187,0.423225,-0.316173,unstable
-0.91839,0.377903,-0.040816,0.11808,0.527818,0.559888,-0.005234,-0.956192,1.397283,0.824483,-2.523882,unstable
1.493683,0.291051,0.724142,0.215126,-0.007539,0.120899,-0.089915,-0.646656,2.200561,1.047829,0.706822,unstable
-1.098853,-0.549853,1.091668,-0.414926,1.414826,0.938614,-1.442154,-1.35993,1.000211,-0.255965,-0.429826,unstable
-0.237195,-2.46274,-0.03673,0.783863,-1.635916,-0.212312,-0.777072,0.583746,0.109875,-1.710236,-0.969627,stable
1.691869,-1.493707,1.297854,0.927788,0.382676,0.785358,-0.992029,0.750182,0.613731,-1.831984,0.293884,stable
1.458151,-1.318439,-0.172327,-1.220389,0.708454,0.652253,0.384562,0.662266,0.084374,-1.346766,1.924519,stable
-1.639794,0.390521,0.109498,-0.503351,-2.110532,-0.465777,-0.565892,-1.022863,1.643382,-0.967986,0.105325,unstable
0.158733,-1.002365,-1.048528,-0.540529,0.233203,0.415891,1.130561,1.384917,2.331451,-1.271602,0.059658,stable
2.984692,1.393695,-0.304776,0.261523,-0.935716,-0.263404,-1.160306,0.011191,0.404131,-1.037554,0.293161,unstable
3.10575,1.983383,0.055132,-1.003985,0.824451,0.240748,-1.122028,-0.341062,-1.441909,-0.604341,1.00292,unstable
2.66271,-0.359337,-0.101527,0.811272,-0.86354,-0.647007,-1.232381,-0.511706,0.782065,0.290278,1.120977,unstable
0.591337,0.523328,0.532712,0.604251,0.029603,0.478906,-1.119675,0.820695,1.233126,1.513389,0.06634,unstable
0.977689,-0.173528,-1.52929,0.399387,-0.287166,0.61263,1.22954,1.188484,1.234636,-1.238642,1.018446,unstable
-0.020515,-1.303845,1.553574,-2.572821,0.321936,1.136532,-1.456613,-1.909978,0.608646,-0.775479,0.133489,stable
-0.122569,2.052316,-0.443088,-0.260967,1.133477,0.347412,0.810108,0.235128,-0.492144,-0.096936,0.288485,unstable
-2.23546,-1.361256,1.128048,-0.069419,-1.379588,-1.746385,-0.711703,0.226663,1.544984,0.811224,0.414855,stable
2.194051,0.085717,2.444594,-0.708668,-1.641235,-0.687504,0.677925,-0.586439,-0.407345,-1.009124,-0.775838,unstable
-1.744266,2.731655,0.451821,-0.754592,-0.516285,0.650943,-1.353207,-0.645279,-1.147524,1.128692,0.041716,unstable
-0.400783,0.501851,-0.457679,-0.926213,0.271342,-1.108728,0.201725,0.831439,0.555865,-2.6022,-0.207445,unstable
1.008477,0.061758,-0.297335,0.027541,-2.084886,-0.870713,0.878065,1.855046,0.878025,-0.367203,1.118876,unstable
2.563439,1.425463,0.400351,0.433741,-1.23581,-1.871809,0.258727,-1.764113,0.244679,-0.565699,0.197561,unstable
-1.952885,1.423811,-2.554395,-1.015064,-1.16645,-2.023142,0.217326,-0.221742,-0.138517,0.213831,0.388578,unstable
-1.19947,0.018524,1.328941,-0.231736,0.896871,-1.825588,0.531182,1.986052,1.318725,-0.64184,0.687402,unstable
0.895669,-0.478227,-0.152498,0.640828,-0.913648,0.483084,0.584007,-2.658,-1.438571,1.14022,0.301733,stable
0.022774,1.914293,0.730079,-1.086993,-1.290636,0.419153,-1.41626,-1.072845,0.451164,0.776651,-0.501597,unstable
0.727255,1.028942,-0.936701,-0.466828,-0.325207,0.233483,-2.180765,-0.54244,-0.478711,0.309594,-0.185101,unstable
0.359828,-1.882198,0.341401,1.455478,0.192285,-1.040619,-0.328316,-0.345281,-1.546054,1.713325,0.454145,stable
1.734197,0.3304,-1.494243,-1.00589,-0.076638,-0.089475,-1.434513,-1.36658,-1.277253,1.34135,0.076265,unstable
-2.658976,-1.544851,-0.15054,0.099066,1.250891,-0.732641,-1.229717,1.143313,0.2296,0.114758,1.366707,stable
0.332405,1.452745,-0.094849,1.645119,-0.51044,-0.114366,0.477055,-1.770363,-1.099139,1.121269,-0.508854,unstable
-0.016842,-0.20533,1.101027,0.164518,1.028959,0.693361,1.089374,-1.505922,-0.270886,1.356007,-0.530217,unstable
0.9384,-0.034752,-0.380375,1.873441,-0.529185,0.632036,1.363517,-1.351752,0.475174,0.174795,-0.801841,stable
-1.133714,-0.545393,-1.210281,-0.766136,-0.679942,0.658832,0.272709,-2.039802,0.361417,0.377922,-0.354656,unstable
-0.983955,-2.061326,0.021659,0.106458,-0.509756,-1.355136,-1.145633,-0.970929,-1.210823,-0.665697,-0.606632,stable
-1.958927,-0.436135,-0.987698,0.658192,-0.481081,-0.733353,1.038538,-1.461164,1.928241,-0.240895,-0.457586,stable
1.15679,1.522172,-0.670959,-0.921192,2.026395,-0.127342,-1.1355,-0.683897,-0.738501,-0.78915,-1.160786,unstable
0.014035,3.20002,0.934011,-0.702274,1.151215,-1.641151,0.462866,0.430669,0.738735,-0.991701,0.215373,unstable
0.729113,-0.394582,-0.772871,-1.109007,-1.894982,-0.52688,0.217062,-0.296111,0.827781,-0.607397,-0.20486,unstable
-0.071688,-0.234206,0.976333,0.607096,-0.242206,1.380602,-0.473701,-0.756949,1.18755,1.336887,-1.890583,unstable
2.491961,-0.641862,1.403783,0.481448,0.520381,-0.363129,2.118789,0.893666,-1.11494,1.290951,-0.860121,stable
-1.589437,-0.570665,0.700772,1.296223,0.182318,-1.516004,0.260755,-1.154857,0.445431,0.845354,2.254392,unstable
1.776753,-0.605034,-0.098217,0.738067,1.538989,1.578022,-0.048854,1.084327,-0.937035,1.031,-0.101822,unstable
1.624069,-0.523815,0.277708,-1.850817,2.313817,-0.704449,-0.785586,-0.524171,0.772863,-1.147913,-0.014037,stable
-2.690012,0.933194,-0.98842,1.236787,-0.125261,0.145195,1.15768,-0.239401,0.202167,1.089566,0.061415,unstable
-0.33676,0.205901,0.768334,-0.07956,1.657387,-0.735658,-0.841222,1.373338,0.778435,1.102975,0.241356,unstable
0.239103,0.838766,-0.487398,-2.065718,-0.4767,-0.059095,1.236966,-0.755552,-0.816556,0.954402,0.299389,unstable
-0.197672,1.749986,-1.159064,-1.923283,-0.385179,0.138244,0.224146,0.867789,-0.03324,-0.375764,-1.125978,unstable
-0.480929,-0.295168,-1.413644,-1.422198,-1.204475,-1.044318,-0.44351,-2.095365,-0.118551,0.849668,-0.64367,stable
-1.154135,-2.182678,0.935678,0.353262,-0.211189,-1.252491,-0.001825,-0.196924,1.769277,0.495875,-0.758684,stable
-1.58261,0.617243,-0.568896,-1.746116,-1.062318,-0.830642,-0.556356,-0.078281,0.044882,0.913854,0.185163,unstable
-0.011564,-1.503966,-0.945208,-1.157555,1.40947,0.599353,-0.269339,0.990452,0.151487,0.967241,0.373513,stable
1.155299,-2.101741,1.32387,-0.240606,0.191045,-2.614173,-0.091998,-0.126769,1.605729,-0.127928,-0.566566,stable
0.128866,0.307671,-0.835066,1.732814,-1.684039,-1.055494,0.385895,0.879752,-0.835038,0.667071,0.772477,unstable
-1.042852,-2.966357,0.102819,0.082174,-0.433133,-0.366905,-1.047666,-0.147994,0.994083,-0.765776,-0.278966,stable
-0.40383,0.148173,-0.427199,-1.899763,-1.524014,1.17196,-0.458791,0.307982,0.986554,-1.768073,0.723802,unstable
-0.018486,-0.98113,2.033002,-0.284234,1.464882,0.618542,-0.943589,-0.114821,-0.525261,1.237655,0.226836,stable
0.337736,0.205786,-0.21823,-0.888849,2.085647,0.044413,1.735714,-0.246111,-1.194884,-0.833285,-0.250879,unstable
-0.312452,-0.946009,0.616109,0.739549,-1.909356,0.289165,0.574117,-0.82239,1.307957,-0.39248,1.376534,stable
0.791775,0.166224,-0.214802,-1.409874,-0.73927,1.498479,1.367628,1.743756,-0.954431,-1.500613,-0.64044,unstable
1.113316,-0.121009,-0.745884,-0.716605,0.508392,-1.317439,-0.742921,1.306826,1.003343,-1.199944,1.692425,unstable
-0.606918,0.955483,0.593234,-0.341816,-1.376612,-2.013203,1.67772,-0.473661,-1.521453,-0.230107,1.577891,unstable
-1.223604,-0.163043,1.003413,0.486383,-1.672143,0.884219,0.709777,0.199116,1.390002,0.659042,2.334943,unstable
0.287783,2.055202,2.008637,0.673554,-1.988202,0.353864,-0.383717,-1.030748,0.868017,0.027302,-1.329762,unstable
-1.171512,0.331919,0.096968,-0.605052,-0.143149,0.159602,-0.597325,1.117704,-0.233856,-1.603091,-0.644843,unstable
-1.90184,-1.154736,0.696866,-0.109364,-1.236003,0.737889,1.131077,-1.250408,-1.151119,-1.035295,-1.470498,stable
-0.209246,-0.575716,0.41684,-0.012695,-2.055799,0.593198,-2.507154,0.864701,-0.741934,1.247694,-0.770863,stable
-0.0062,-0.433302,1.483907,-0.123503,-0.632132,1.958633,-0.328922,0.49686,-0.755813,-0.01863,-0.023147,unstable
-0.824002,1.766379,-0.392252,-0.070494,-0.201588,-0.531413,-0.159844,-0.877273,0.686691,0.526582,1.375099,unstable
2.437863,-0.276044,0.800291,-0.196039,0.996271,2.583106,0.600201,0.483239,0.190132,-0.074333,-1.039225,stable
0.426271,2.197034,-0.409437,1.041766,-0.271812,-1.344905,1.102131,-0.392021,-0.493259,0.973105,-0.820048,unstable
-2.012813,1.425206,-0.357264,0.764875,-0.729475,0.333014,1.689153,-0.235928,0.077956,-0.036596,-1.250767,unstable
0.350201,0.30325,0.636817,1.219422,0.100401,0.580891,2.190711,1.213708,0.50689,0.351277,-0.252834,unstable
0.780575,0.376848,1.242375,-0.53934,0.401989,0.172676,0.547083,2.244357,-2.390476,-0.539323,-0.171854,unstable
-0.017152,0.809164,0.380426,-0.810364,0.519134,1.258705,0.147861,-0.081952,0.223437,2.163999,-0.806565,unstable
-2.344809,0.709278,1.146717,0.457666,-1.401896,-2.25478,-1.227086,-0.947899,-0.266494,0.17482,-0.137486,unstable
-1.645398,-1.703413,-1.206567,0.56914,0.196601,-0.574617,0.233443,0.886163,0.797004,-1.626157,-1.505792,stable
-0.205434,-0.099176,-0.164993,2.110138,-0.215027,0.96881,0.738429,-1.519054,-0.299887,1.866601,-0.914248,unstable
0.972748,0.707035,-1.608224,0.076103,-0.66369,1.357514,-1.609839,1.118271,0.358462,-1.481179,-0.027068,unstable
-0.945353,1.514992,-0.257874,1.72335,-0.803474,0.206313,0.045282,-0.382817,-1.563816,-1.060809,-0.77174,unstable
0.935337,0.597398,-1.942617,-0.016242,0.447739,-0.211421,1.212631,-1.069445,0.195002,0.020256,-1.545456,unstable
1.127253,-0.204484,0.620697,-1.177008,-1.656318,1.947934,-1.710273,-1.101929,0.248503,0.363663,-0.117038,unstable
1.8299,-0.305153,-0.606071,0.238365,0.450369,1.124248,0.669838,2.27279,0.629703,-0.811935,0.374621,unstable
0.225759,2.114077,1.37219,-0.067918,-1.279585,1.92902,-0.521763,0.147521,0.924879,1.799447,0.549782,unstable
1.955733,-1.052022,0.696422,-1.304178,-0.390939,-1.082794,1.01369,0.113149,-0.02301,0.774578,0.291101,stable
0.617473,-0.398916,0.081298,2.146921,-1.943178,-0.817581,-1.165355,0.512204,-1.319414,-0.02712,0.496758,stable
-1.130451,-1.609907,-1.207912,0.100421,0.742871,-1.444843,0.493035,-0.732372,-0.483891,-1.027407,1.530882,unstable
-0.176479,2.963645,1.595809,0.184456,0.323238,0.181757,-0.519217,-0.045959,0.502319,0.158057,0.071637,unstable
-0.021183,1.444195,-0.881669,-0.38644,-0.581285,0.097909,-0.414571,-1.531046,0.309164,-0.465901,1.909644,unstable
-0.14329,1.192359,0.741227,0.134019,-1.280339,0.617682,0.614437,0.315343,0.260416,1.645726,-1.076364,unstable
0.410911,-0.363636,-0.013084,-0.161569,0.506108,0.107693,0.21123,-0.370006,2.72002,0.791019,-1.770306,unstable
-1.920156,-2.295219,-0.625081,-0.231498,0.395658,1.721263,-0.178986,0.480874,-0.316491,-0.306749,0.900412,stable
-0.283806,1.197789,0.61881,-1.922047,-1.105498,-0.270797,-0.124255,-0.438116,0.428288,1.462121,-1.749048,unstable
-0.470918,0.847125,-0.015867,-0.056128,1.148791,-0.738461,-2.080896,0.025272,-0.851436,0.041328,0.846339,unstable
1.101617,1.759993,1.290633,0.384764,-0.820479,0.409127,1.259058,1.154912,-0.530915,-0.181002,0.320125,unstable
-1.400718,1.58136,-0.589268,0.063828,0.079208,1.001495,1.73425,-0.755547,-1.414041,1.78696,0.28454,unstable
1.055633,-0.841471,1.758379,-1.891734,0.930332,0.081859,-0.043423,-0.182009,0.605727,-0.677277,-0.489194,stable
-1.159287,0.593006,-0.499958,-1.197143,-1.027018,-0.547573,-2.629158,-1.459089,-0.50267,1.348791,-1.15465,unstable
-2.100463,1.491905,0.731936,0.737235,-0.977329,1.593061,-0.629158,2.462202,-0.796124,-0.067401,-0.0676,unstable
0.361033,0.688293,-1.065413,0.072406,-0.225981,0.543756,-0.050533,1.365597,1.662208,-1.146476,-0.51871,unstable
2.461723,-1.363159,-0.98394,-1.285073,-0.472788,0.662426,-1.25947,0.950598,0.676081,-0.405397,-0.252171,stable
-2.490342,-1.53449,-1.175641,-1.02921,1.603822,0.812759,0.765146,-0.664933,-0.151992,-0.015816,-0.306054,stable
-0.98836,-1.655182,0.394904,-0.378397,-0.315091,-1.421768,-2.536144,0.192646,-0.522074,-0.304532,-0.357398,stable
0.591986,-0.155863,-1.797375,-0.768077,0.764342,1.950109,-1.270924,-0.726304,-1.331664,-0.651047,-1.356981,stable
-0.34959,0.426399,-0.78667,-0.368234,-1.76837,-0.414035,0.632037,1.641693,-1.094458,-0.404546,-0.187588,unstable
-0.337007,1.427289,0.709297,-0.498637,0.221625,-0.010914,-1.049395,-1.58174,1.052277,-1.892322,0.401925,unstable
-0.034594,-0.328232,-0.954132,-0.755943,1.037515,0.266964,0.440567,-0.184116,2.813639,0.3706,-0.56931,unstable
-1.022297,0.891727,-0.247451,1.771904,0.337061,0.649664,1.667679,-0.016993,0.78801,0.02287,0.549235,unstable
0.180637,0.811796,2.200618,1.043956,0.774203,0.677698,0.004976,1.424729,0.857604,-1.046577,0.348564,unstable
